xenbase_gene_id,S30_C_1,S30_C_2,S30_C_3,S30_F_1,S30_F_2,S30_F_3
XB-GENE-963904,105,113,155,151,134,104
XB-GENE-963916,68,82,88,100,111,89
XB-GENE-963927,1545,1616,2276,2262,2032,1794
XB-GENE-963944,120,119,147,151,142,88
XB-GENE-963954,25,30,45,44,29,33
XB-GENE-963966,59,81,113,79,93,76
XB-GENE-963993,0,0,2,0,0,4
XB-GENE-964023,226,277,350,263,340,186
XB-GENE-964035,8,10,21,18,14,13
XB-GENE-964252,344,406,450,473,471,366
XB-GENE-964262,0,0,0,0,0,0
XB-GENE-964278,50,46,83,59,65,43
XB-GENE-964326,123,118,148,111,133,82
XB-GENE-964346,171,167,219,225,175,124
XB-GENE-964357,96,105,141,131,139,103
XB-GENE-964366,310,279,447,557,378,400
XB-GENE-964379,1363,1824,2383,1884,1955,1711
XB-GENE-964395,2,14,20,11,15,21
XB-GENE-964413,30,43,57,42,38,41
XB-GENE-964433,0,0,0,0,0,0
XB-GENE-964449,40,27,40,33,35,33
XB-GENE-964462,55,73,115,73,65,76
XB-GENE-964481,103,137,187,179,89,105
XB-GENE-964538,304,471,685,462,454,494
XB-GENE-964561,467,340,873,466,584,421
XB-GENE-964583,86,88,137,142,99,102
XB-GENE-964608,306,342,381,411,394,271
XB-GENE-964642,12,21,33,36,20,11
XB-GENE-964653,5,5,17,6,9,11
XB-GENE-964673,1776,1945,2320,2072,2030,1352
XB-GENE-964701,75,79,120,86,87,56
XB-GENE-964716,566,324,567,526,391,384
XB-GENE-964728,147,138,181,171,138,116
XB-GENE-964740,103,122,308,166,117,206
XB-GENE-964748,2052,2186,3118,3098,2585,2566
XB-GENE-964760,26,39,35,35,33,23
XB-GENE-964793,5,5,3,14,12,8
XB-GENE-964806,13,14,27,17,19,18
XB-GENE-964816,30,36,42,48,44,23
XB-GENE-964826,1275,1387,1804,1945,1641,1639
XB-GENE-964840,373,244,729,397,433,385
XB-GENE-964855,80,82,73,104,87,40
XB-GENE-964873,61,49,69,70,70,41
XB-GENE-964883,94,114,177,136,121,91
XB-GENE-964893,183,165,220,202,169,187
XB-GENE-965011,25,18,40,27,27,28
XB-GENE-965034,356,422,528,378,492,250
XB-GENE-965050,81,84,115,85,99,63
XB-GENE-965059,0,0,1,0,0,0
XB-GENE-965073,11,8,29,13,9,18
XB-GENE-965096,135,101,62,123,137,80
XB-GENE-965105,149,184,261,228,194,212
XB-GENE-965131,10,6,1,10,6,3
XB-GENE-965139,2,1,3,0,1,6
XB-GENE-965155,231,244,346,288,286,213
XB-GENE-965164,12,9,37,18,16,14
XB-GENE-965201,169,257,181,222,221,122
XB-GENE-965223,351,249,302,323,226,170
XB-GENE-965452,0,0,0,0,1,0
XB-GENE-965461,183,162,215,195,172,126
XB-GENE-965473,48,46,74,58,51,49
XB-GENE-965492,42,56,65,59,77,34
XB-GENE-965510,0,0,0,0,0,0
XB-GENE-965525,289,266,317,325,359,161
XB-GENE-965552,182,217,286,239,254,193
XB-GENE-965566,132,164,211,185,147,155
XB-GENE-965619,312,342,422,401,334,223
XB-GENE-965630,139,222,321,196,236,168
XB-GENE-965656,1,1,1,0,2,0
XB-GENE-965894,1362,1414,1887,1975,1787,1585
XB-GENE-965905,40,35,68,65,53,68
XB-GENE-965917,33,27,27,33,31,15
XB-GENE-965928,40,52,41,52,33,19
XB-GENE-965935,0,0,1,0,0,0
XB-GENE-965970,133,76,171,103,97,90
XB-GENE-965980,253,285,303,224,298,167
XB-GENE-965998,19,25,54,45,26,40
XB-GENE-966013,14,13,29,17,19,23
XB-GENE-966041,47,54,82,57,72,55
XB-GENE-966051,144,187,220,206,198,128
XB-GENE-966062,86,71,121,102,96,50
XB-GENE-966084,64,88,134,98,102,85
XB-GENE-966096,9,9,11,20,11,6
XB-GENE-966113,6,2,1,5,8,1
XB-GENE-966153,769,986,943,894,1077,603
XB-GENE-966163,1,1,1,4,0,2
XB-GENE-966190,182,226,251,285,259,186
XB-GENE-966220,2613,2830,2682,2439,2842,1567
XB-GENE-966276,45,36,59,43,42,34
XB-GENE-966306,0,0,0,0,0,0
XB-GENE-966314,34,41,37,91,50,72
XB-GENE-966323,190,220,225,249,240,189
XB-GENE-966348,523,577,632,612,640,406
XB-GENE-966363,540,559,872,633,632,511
XB-GENE-966372,1,1,5,10,7,10
XB-GENE-966380,31,29,73,38,34,30
XB-GENE-966393,60,61,94,81,107,85
XB-GENE-966434,4,5,17,2,4,12
XB-GENE-966442,0,0,0,0,0,0
XB-GENE-966454,1096,1024,1188,1237,1166,870
XB-GENE-966475,150,151,194,153,156,103
XB-GENE-966491,140,165,216,174,172,124
XB-GENE-966533,99,98,148,114,102,133
XB-GENE-966542,1,0,1,0,0,43
XB-GENE-966569,346,359,559,497,327,334
XB-GENE-966589,191,210,209,180,195,129
XB-GENE-966600,234,340,408,385,433,456
XB-GENE-966610,81,86,113,134,90,89
XB-GENE-966653,97,111,102,109,138,55
XB-GENE-966670,28,30,52,51,43,40
XB-GENE-966679,60,108,92,96,125,59
XB-GENE-966690,0,0,1,0,0,0
XB-GENE-966702,227,348,389,317,321,224
XB-GENE-966748,66,88,130,129,112,115
XB-GENE-966763,98,110,175,135,134,151
XB-GENE-966795,460,653,875,750,684,560
XB-GENE-966803,767,914,1370,1272,1050,960
XB-GENE-966825,12,12,20,10,26,10
XB-GENE-966836,186,279,306,248,295,204
XB-GENE-966893,0,0,0,0,0,0
XB-GENE-966929,64,96,140,122,98,119
XB-GENE-966939,0,0,6,1,1,0
XB-GENE-966949,147,104,161,151,120,81
XB-GENE-966960,2665,2354,3735,3550,2929,3092
XB-GENE-966975,40,46,67,62,43,44
XB-GENE-966984,12,15,39,22,24,13
XB-GENE-967001,82,112,116,188,149,82
XB-GENE-967018,22,22,45,27,21,30
XB-GENE-967031,172,196,273,221,230,166
XB-GENE-967053,56,73,95,82,114,76
XB-GENE-967073,619,414,756,711,517,455
XB-GENE-967095,94,74,171,120,112,96
XB-GENE-967116,94,80,118,102,89,71
XB-GENE-967136,73,71,119,81,110,71
XB-GENE-967162,33,52,86,73,59,63
XB-GENE-967172,376,347,597,424,396,314
XB-GENE-967184,3856,4265,6778,6257,5678,5466
XB-GENE-967193,27,35,72,39,39,35
XB-GENE-967208,1485,1615,2421,2285,1949,1958
XB-GENE-967222,213,267,368,431,322,336
XB-GENE-967233,0,4,12,7,2,4
XB-GENE-967246,34,43,67,34,33,38
XB-GENE-967274,165,245,303,285,307,230
XB-GENE-967285,57,48,88,66,74,71
XB-GENE-967297,48,51,84,73,60,50
XB-GENE-967306,23,18,56,31,16,34
XB-GENE-967335,43,47,125,203,93,257
XB-GENE-967342,39,30,47,40,47,24
XB-GENE-967350,49,55,93,55,63,50
XB-GENE-967364,180,186,145,238,200,104
XB-GENE-967389,544,513,618,535,487,258
XB-GENE-967398,1,1,1,0,1,2
XB-GENE-967409,171,233,298,309,216,227
XB-GENE-967548,737,751,899,1031,863,644
XB-GENE-967560,75,83,116,78,91,87
XB-GENE-967570,9,13,18,17,6,16
XB-GENE-967622,24,15,38,22,21,21
XB-GENE-967651,176,148,212,249,190,168
XB-GENE-967677,0,0,4,0,1,2
XB-GENE-967710,1,0,0,0,0,6
XB-GENE-967720,348,434,663,366,266,303
XB-GENE-967757,0,0,0,0,0,0
XB-GENE-967780,442,460,659,671,547,526
XB-GENE-967806,67,89,97,111,83,78
XB-GENE-967815,79,118,168,126,121,106
XB-GENE-967825,135,149,118,155,141,62
XB-GENE-967849,85,105,136,133,129,111
XB-GENE-967869,85,103,159,112,103,89
XB-GENE-967887,50,44,71,54,50,60
XB-GENE-967901,972,1043,1385,1416,1210,963
XB-GENE-967911,434,415,587,672,528,460
XB-GENE-967940,79,50,136,103,70,107
XB-GENE-967958,108,105,175,117,128,96
XB-GENE-967968,50,61,131,35,60,40
XB-GENE-968191,93,132,184,150,132,153
XB-GENE-968200,89,99,122,93,115,55
XB-GENE-968207,322,234,595,317,280,245
XB-GENE-968235,950,878,1167,1014,1063,701
XB-GENE-968257,106,108,140,148,101,92
XB-GENE-968270,0,0,6,0,0,4
XB-GENE-968279,132,125,160,159,142,96
XB-GENE-968292,20,16,25,15,24,20
XB-GENE-968318,27,25,24,32,25,26
XB-GENE-968327,41,45,58,63,17,29
XB-GENE-968354,57,68,92,83,87,68
XB-GENE-968368,34,32,57,40,42,43
XB-GENE-968381,15,16,22,21,24,21
XB-GENE-968399,5152,6216,7413,8571,6990,6060
XB-GENE-968421,166,118,102,125,121,78
XB-GENE-968446,145,127,143,153,157,94
XB-GENE-968455,241,258,343,330,307,255
XB-GENE-968479,285,313,642,328,349,395
XB-GENE-968491,39,13,57,27,20,37
XB-GENE-968501,3,1,0,56,5,104
XB-GENE-968514,5,7,4,5,6,6
XB-GENE-968540,114,99,122,93,106,62
XB-GENE-968559,21,19,31,19,34,13
XB-GENE-968570,167,114,220,163,178,139
XB-GENE-968584,0,0,2,1,0,0
XB-GENE-968611,794,824,1294,1120,934,976
XB-GENE-968623,20,36,50,30,33,32
XB-GENE-968633,0,0,0,0,0,1
XB-GENE-968645,212,185,258,257,229,169
XB-GENE-968665,150,168,458,122,104,258
XB-GENE-968683,5,0,5,3,2,2
XB-GENE-968694,21,29,30,25,26,23
XB-GENE-968704,0,0,0,0,1,1
XB-GENE-968721,2,5,18,4,8,2
XB-GENE-968737,108,122,161,131,143,79
XB-GENE-968747,168,203,268,211,240,175
XB-GENE-968761,20,16,15,18,17,11
XB-GENE-968769,0,0,0,0,0,0
XB-GENE-968781,157,203,198,199,203,113
XB-GENE-968793,27,31,55,43,37,47
XB-GENE-968803,1842,2056,2780,2977,2447,2446
XB-GENE-968823,686,656,710,756,738,540
XB-GENE-968857,471,499,585,557,497,350
XB-GENE-968876,71,58,75,81,66,39
XB-GENE-968916,197,192,185,196,201,99
XB-GENE-968930,180,234,397,302,466,170
XB-GENE-969008,187,204,272,198,206,161
XB-GENE-969029,299,254,317,267,251,203
XB-GENE-969046,314,370,473,465,367,239
XB-GENE-969057,452,486,555,480,515,259
XB-GENE-969068,3071,3422,4946,4519,3821,3750
XB-GENE-969081,64,100,141,102,87,82
XB-GENE-969090,96,110,127,116,111,84
XB-GENE-969102,286,373,482,439,451,404
XB-GENE-969111,3,2,9,3,2,9
XB-GENE-969121,36,39,43,36,41,33
XB-GENE-969133,169,172,191,151,184,81
XB-GENE-969144,240,220,295,325,270,252
XB-GENE-969158,57,52,91,84,67,79
XB-GENE-969175,108,134,136,163,168,104
XB-GENE-969184,18,27,18,28,29,17
XB-GENE-969198,714,806,1190,1095,1013,948
XB-GENE-969232,0,0,0,0,0,0
XB-GENE-969252,10,14,6,15,12,12
XB-GENE-969269,107,125,161,120,143,88
XB-GENE-969280,57,83,85,43,73,29
XB-GENE-969328,19,17,28,27,20,22
XB-GENE-969339,70,93,108,95,94,59
XB-GENE-969402,55,64,51,58,61,48
XB-GENE-969411,180,270,361,305,288,217
XB-GENE-969423,429,635,681,555,685,384
XB-GENE-969453,4610,5569,6479,4908,8414,3829
XB-GENE-969476,226,264,329,278,269,229
XB-GENE-969512,130,160,229,156,182,158
XB-GENE-969578,2580,2871,4540,3246,3109,2575
XB-GENE-969589,150,100,190,155,54,57
XB-GENE-969606,45,36,42,41,35,23
XB-GENE-969617,6,13,16,6,6,4
XB-GENE-969642,0,0,0,1,0,1
XB-GENE-969732,270,367,535,447,446,427
XB-GENE-969746,14272,14586,18808,20417,15738,12928
XB-GENE-969758,148,132,180,129,119,90
XB-GENE-969771,30,72,100,43,69,49
XB-GENE-969783,2206,2530,3519,3259,2986,2899
XB-GENE-969807,121,166,187,174,209,185
XB-GENE-969819,168,190,319,182,200,217
XB-GENE-969834,1707,1894,2772,2535,2153,2122
XB-GENE-969856,101,100,180,99,105,118
XB-GENE-969897,1126,1134,1496,1489,1205,846
XB-GENE-969908,489,623,819,632,617,532
XB-GENE-969928,122,128,218,149,156,173
XB-GENE-969960,275,429,577,421,460,460
XB-GENE-970004,49,58,84,53,55,59
XB-GENE-970013,66,62,96,86,63,57
XB-GENE-970023,236,183,143,462,221,320
XB-GENE-970041,241,235,370,259,285,252
XB-GENE-970054,96,124,167,145,135,124
XB-GENE-970075,1140,973,1565,1200,1228,854
XB-GENE-970090,242,286,421,325,284,185
XB-GENE-970106,116,140,222,175,171,134
XB-GENE-970150,24,26,45,32,18,23
XB-GENE-970184,261,428,668,611,368,532
XB-GENE-970197,500,611,1034,698,794,597
XB-GENE-970210,111,120,192,138,138,110
XB-GENE-970272,209,308,408,307,332,259
XB-GENE-970282,11,5,14,5,9,4
XB-GENE-970300,126,139,226,144,132,147
XB-GENE-970326,232,282,381,276,306,234
XB-GENE-970341,0,0,0,1,0,2
XB-GENE-970358,348,386,340,415,311,228
XB-GENE-970400,242,257,299,350,288,215
XB-GENE-970414,2368,2915,3084,3232,3788,2095
XB-GENE-970516,2073,2475,4058,3440,2971,3261
XB-GENE-970525,2,4,11,2,5,4
XB-GENE-970551,65,63,92,59,55,58
XB-GENE-970580,226,265,254,267,290,151
XB-GENE-970609,545,814,992,774,842,612
XB-GENE-970622,1129,1140,1772,1101,1242,921
XB-GENE-970644,5,8,10,11,6,6
XB-GENE-970657,211,178,355,274,216,237
XB-GENE-970669,23,49,56,51,51,67
XB-GENE-970693,26,43,58,47,42,44
XB-GENE-970706,46,43,103,58,27,60
XB-GENE-970724,74,96,89,98,91,66
XB-GENE-970735,534,455,634,568,566,401
XB-GENE-970750,236,360,441,339,399,183
XB-GENE-970764,930,1504,1740,1155,1575,957
XB-GENE-970786,21,17,20,36,29,20
XB-GENE-970800,61,59,93,96,81,69
XB-GENE-970821,0,0,2,0,0,0
XB-GENE-970831,54,66,79,71,67,47
XB-GENE-970842,201,237,320,243,294,171
XB-GENE-970863,108,121,134,153,155,69
XB-GENE-970876,218,230,300,210,222,155
XB-GENE-970886,133,124,196,137,134,140
XB-GENE-970904,47,52,97,58,74,65
XB-GENE-970924,51,81,132,106,104,79
XB-GENE-970944,2,3,8,7,3,3
XB-GENE-970970,75,116,110,113,124,76
XB-GENE-971016,478,412,569,604,510,411
XB-GENE-971033,609,573,985,848,641,621
XB-GENE-971044,20,22,32,26,29,28
XB-GENE-971053,347,383,442,324,361,185
XB-GENE-971067,54,56,73,56,58,39
XB-GENE-971077,300,310,561,455,403,351
XB-GENE-971102,133,164,174,131,159,99
XB-GENE-971113,41,63,110,81,90,75
XB-GENE-971141,0,0,0,15,1,17
XB-GENE-971154,682,833,994,1034,999,792
XB-GENE-971204,423,428,462,505,477,269
XB-GENE-971217,212,204,326,236,228,179
XB-GENE-971228,8,5,17,6,12,16
XB-GENE-971240,75,88,87,97,92,62
XB-GENE-971253,41,42,48,44,69,45
XB-GENE-971367,34,42,60,32,34,29
XB-GENE-971390,47,29,84,36,27,37
XB-GENE-971404,9,15,36,9,16,8
XB-GENE-971417,232,241,316,261,289,190
XB-GENE-971438,22,17,63,23,28,63
XB-GENE-971457,804,889,1069,895,978,667
XB-GENE-971472,91,102,175,101,162,85
XB-GENE-971486,2671,2371,2474,2955,2738,1650
XB-GENE-971507,57,63,89,84,55,55
XB-GENE-971542,2,4,7,4,4,5
XB-GENE-971554,435,671,493,349,601,103
XB-GENE-971570,55,42,67,52,44,43
XB-GENE-971583,3,1,2,0,0,0
XB-GENE-971594,570,573,856,910,679,598
XB-GENE-971640,36,51,75,59,46,43
XB-GENE-971651,156,200,210,258,211,212
XB-GENE-971671,62,65,128,76,72,94
XB-GENE-971684,28,22,33,32,34,19
XB-GENE-971697,165,173,275,161,167,121
XB-GENE-971707,4294,5084,6894,7443,6279,6287
XB-GENE-971719,88,77,151,137,102,91
XB-GENE-971733,4,5,11,3,6,7
XB-GENE-971755,36,40,53,37,42,25
XB-GENE-971782,17,25,46,36,31,43
XB-GENE-971793,24,34,59,31,33,32
XB-GENE-971817,67,88,109,75,81,40
XB-GENE-971847,183,199,324,271,229,207
XB-GENE-971908,102,131,169,134,161,130
XB-GENE-971922,0,0,0,2,0,0
XB-GENE-971933,101,98,141,128,91,62
XB-GENE-971963,14,19,51,20,23,26
XB-GENE-971981,0,0,0,0,0,0
XB-GENE-972017,23,32,45,32,35,31
XB-GENE-972027,71,63,76,59,57,38
XB-GENE-972047,49,43,59,58,49,50
XB-GENE-972091,0,0,0,5,5,29
XB-GENE-972107,27,21,41,44,20,23
XB-GENE-972147,128,137,200,170,121,121
XB-GENE-972163,720,736,962,979,829,586
XB-GENE-972188,1242,1773,1239,1200,1766,574
XB-GENE-972209,95,120,132,241,188,154
XB-GENE-972241,2753,2667,3317,4250,3411,3389
XB-GENE-972253,13,11,26,20,19,18
XB-GENE-972272,464,443,735,501,455,423
XB-GENE-972284,581,526,631,617,526,372
XB-GENE-972297,6,20,5,16,13,10
XB-GENE-972311,155,143,159,181,179,119
XB-GENE-972329,201,266,395,304,327,331
XB-GENE-972357,70,59,77,74,69,53
XB-GENE-972367,165,157,238,133,152,192
XB-GENE-972383,41,57,60,54,70,64
XB-GENE-972403,489,541,900,607,627,503
XB-GENE-972418,113,137,162,145,139,134
XB-GENE-972446,4390,5278,4164,5333,6018,2319
XB-GENE-972465,120,143,205,178,154,137
XB-GENE-972477,56,78,146,103,81,97
XB-GENE-972516,260,335,601,387,364,381
XB-GENE-972527,108,109,178,210,117,285
XB-GENE-972544,372,401,392,468,499,278
XB-GENE-972569,20,12,21,31,21,27
XB-GENE-972580,1,1,1,0,0,0
XB-GENE-972594,85,91,155,142,134,106
XB-GENE-972605,111,151,170,210,163,148
XB-GENE-972623,642,737,991,838,781,645
XB-GENE-972636,206,312,467,425,395,386
XB-GENE-972651,165,282,319,285,344,280
XB-GENE-972664,88,108,135,117,118,107
XB-GENE-972673,236,304,421,329,360,269
XB-GENE-972686,46,38,73,42,37,49
XB-GENE-972698,17,23,59,23,18,36
XB-GENE-972708,0,0,0,0,0,6
XB-GENE-972733,34,48,64,49,30,49
XB-GENE-972748,30,46,57,47,49,24
XB-GENE-972760,1869,1973,2877,2853,2478,2348
XB-GENE-972783,880,1142,1009,1186,1293,359
XB-GENE-972806,571,663,1048,1066,893,1003
XB-GENE-972843,2,7,24,10,9,20
XB-GENE-972879,266,237,276,280,242,156
XB-GENE-972901,32,66,88,82,76,91
XB-GENE-972913,340,324,521,439,462,341
XB-GENE-972927,120,135,151,179,154,123
XB-GENE-972941,268,266,552,284,312,318
XB-GENE-972996,162,221,207,229,247,182
XB-GENE-973009,208,269,405,309,290,232
XB-GENE-973025,560,519,594,678,599,446
XB-GENE-973064,8,8,16,6,7,11
XB-GENE-973076,61,63,69,71,59,47
XB-GENE-973087,513,575,790,683,660,515
XB-GENE-973098,167,202,287,203,250,154
XB-GENE-973110,29,28,27,44,32,29
XB-GENE-973123,110,93,184,108,86,98
XB-GENE-973146,0,0,0,0,0,0
XB-GENE-973167,64,67,107,91,83,61
XB-GENE-973199,22,26,52,21,22,39
XB-GENE-973235,370,562,624,688,584,552
XB-GENE-973248,0,0,1,4,9,7
XB-GENE-973276,106,143,147,159,209,108
XB-GENE-973285,34,42,41,39,56,29
XB-GENE-973299,70,115,151,117,139,159
XB-GENE-973313,0,0,3,0,0,2
XB-GENE-973328,284,217,310,256,250,221
XB-GENE-973347,78,76,110,96,95,81
XB-GENE-973358,66,64,109,72,81,73
XB-GENE-973384,162,192,346,223,240,222
XB-GENE-973398,214,225,434,192,243,283
XB-GENE-973414,358,349,361,431,303,241
XB-GENE-973438,44,25,52,53,55,42
XB-GENE-973465,116,146,38,109,153,19
XB-GENE-973481,28,55,75,51,64,53
XB-GENE-973504,70,77,175,87,112,106
XB-GENE-973532,474,468,619,555,458,388
XB-GENE-973560,397,538,688,602,700,446
XB-GENE-973585,20,23,49,20,33,33
XB-GENE-973595,176,169,206,184,192,147
XB-GENE-973610,4,0,5,0,0,4
XB-GENE-973623,732,684,1089,1000,888,744
XB-GENE-973633,118,134,157,154,128,77
XB-GENE-973644,1079,1082,1467,1289,1204,775
XB-GENE-973679,0,1,18,0,1,27
XB-GENE-973722,33,36,34,36,35,23
XB-GENE-973731,3,3,2,5,0,4
XB-GENE-973755,47,11,25,59,25,40
XB-GENE-973767,129,204,243,208,206,147
XB-GENE-973782,389,384,513,444,404,335
XB-GENE-973819,34,55,60,90,73,104
XB-GENE-973831,135,191,286,226,201,194
XB-GENE-973843,1113,1053,1601,1185,1060,802
XB-GENE-973863,150,205,324,238,254,195
XB-GENE-973877,0,0,3,0,2,3
XB-GENE-973892,1,4,4,2,3,4
XB-GENE-973971,7,3,11,13,11,11
XB-GENE-973996,213,233,310,240,246,144
XB-GENE-974009,331,393,568,441,470,409
XB-GENE-974023,414,519,649,498,504,408
XB-GENE-974095,119,135,193,174,154,123
XB-GENE-974105,257,348,386,324,337,219
XB-GENE-974135,82,90,92,77,103,53
XB-GENE-974159,310,425,394,399,497,211
XB-GENE-974189,179,184,279,204,206,149
XB-GENE-974211,2720,2875,3983,4533,3621,3489
XB-GENE-974221,132,166,190,147,175,114
XB-GENE-974243,29,30,39,35,25,29
XB-GENE-974256,12,4,15,6,12,12
XB-GENE-974269,5337,4505,5796,6668,5147,2973
XB-GENE-974283,0,0,3,1,0,1
XB-GENE-974298,111,153,128,135,162,59
XB-GENE-974310,106,100,203,139,134,114
XB-GENE-974323,730,838,1081,1061,921,842
XB-GENE-974339,289,378,472,309,455,269
XB-GENE-974369,38,34,64,38,43,32
XB-GENE-974385,954,948,1407,1283,1094,1044
XB-GENE-974412,174,231,285,192,246,137
XB-GENE-974430,1,0,3,1,0,3
XB-GENE-974445,83,126,207,134,120,134
XB-GENE-974459,499,505,554,723,570,429
XB-GENE-974469,298,287,409,346,303,178
XB-GENE-974489,248,327,336,328,343,236
XB-GENE-974520,29,15,29,67,39,50
XB-GENE-974534,58,59,87,71,55,45
XB-GENE-974547,1731,1735,2314,1783,1746,1301
XB-GENE-974565,25,46,78,40,67,42
XB-GENE-974580,23,31,46,40,36,37
XB-GENE-974602,183,376,541,276,449,457
XB-GENE-974620,97,104,179,103,127,104
XB-GENE-974631,67,67,76,76,74,66
XB-GENE-974657,0,0,11,0,0,4
XB-GENE-974670,467,532,577,541,543,303
XB-GENE-974686,809,1010,1427,1029,1154,751
XB-GENE-974700,0,0,0,0,0,0
XB-GENE-974724,23,36,28,44,23,15
XB-GENE-974743,201,267,252,303,236,201
XB-GENE-974756,308,384,554,444,438,291
XB-GENE-974769,80,121,181,176,147,182
XB-GENE-974806,1604,1783,2646,2513,2232,2163
XB-GENE-974827,169,248,366,301,203,197
XB-GENE-974839,352,515,645,472,539,463
XB-GENE-974864,413,337,516,381,340,485
XB-GENE-974892,77,64,92,72,60,37
XB-GENE-974903,21,31,55,40,39,33
XB-GENE-974915,17,22,43,23,36,36
XB-GENE-974928,51,63,90,52,89,48
XB-GENE-974938,1405,1737,833,1601,1799,820
XB-GENE-974962,112,185,286,155,206,171
XB-GENE-974974,118,95,133,117,113,71
XB-GENE-974989,97,122,146,135,126,89
XB-GENE-975020,3926,4780,6313,5981,5380,5133
XB-GENE-975037,51,67,140,110,100,85
XB-GENE-975052,626,708,946,876,971,722
XB-GENE-975062,671,499,265,572,280,342
XB-GENE-975078,77,46,76,98,81,41
XB-GENE-975107,870,1022,1279,1055,1192,696
XB-GENE-975120,1,0,0,0,0,1
XB-GENE-975132,121,140,139,176,169,110
XB-GENE-975159,365,381,383,400,445,278
XB-GENE-975172,198,268,398,417,316,316
XB-GENE-975185,147,199,318,212,201,208
XB-GENE-975250,0,4,0,0,0,0
XB-GENE-975261,102,61,132,82,58,58
XB-GENE-975271,21,19,33,31,31,29
XB-GENE-975283,531,529,870,703,584,556
XB-GENE-975294,393,479,764,578,545,507
XB-GENE-975317,9,4,11,13,3,31
XB-GENE-975329,33,28,31,27,25,15
XB-GENE-975352,44,53,51,56,41,35
XB-GENE-975365,54,44,81,53,38,43
XB-GENE-975378,50,40,67,58,44,28
XB-GENE-975431,27,37,57,30,41,41
XB-GENE-975444,1,1,5,0,0,3
XB-GENE-975479,3,0,2,1,1,1
XB-GENE-975746,11,9,22,10,13,11
XB-GENE-975755,89,84,132,108,114,68
XB-GENE-975767,89,114,228,107,115,120
XB-GENE-975776,45,55,86,66,64,74
XB-GENE-975787,172,92,135,207,157,123
XB-GENE-975879,551,493,610,619,537,335
XB-GENE-975897,4868,4372,2511,4871,4916,2268
XB-GENE-975911,120,119,125,124,139,95
XB-GENE-975924,42,62,51,41,49,30
XB-GENE-975953,25,33,16,53,30,26
XB-GENE-975969,20,21,9,23,25,8
XB-GENE-975980,230,146,267,219,128,128
XB-GENE-976017,88,96,88,129,82,55
XB-GENE-976029,254,303,361,315,323,223
XB-GENE-976038,114,155,219,175,141,168
XB-GENE-976062,28,37,72,60,32,38
XB-GENE-976075,0,23,16,2,0,52
XB-GENE-976090,88,91,124,114,111,86
XB-GENE-976119,178,214,282,231,199,181
XB-GENE-976131,10,16,21,11,17,13
XB-GENE-976140,436,491,546,501,437,366
XB-GENE-976148,73,59,109,74,59,60
XB-GENE-976158,589,664,933,813,694,441
XB-GENE-976178,11,14,12,9,9,2
XB-GENE-976204,2,6,3,2,3,2
XB-GENE-976216,1925,1997,3264,3604,2299,3130
XB-GENE-976225,48,44,82,41,42,41
XB-GENE-976232,16,26,37,22,35,19
XB-GENE-976248,1585,1293,1703,1641,1418,759
XB-GENE-976285,128,151,193,166,186,145
XB-GENE-976299,14,13,29,12,18,10
XB-GENE-976309,0,0,5,0,3,1
XB-GENE-976321,87,106,136,99,182,61
XB-GENE-976334,1914,2106,2686,2540,2682,1532
XB-GENE-976348,36,64,89,45,87,52
XB-GENE-976376,80,63,94,94,75,48
XB-GENE-976392,775,897,861,806,936,301
XB-GENE-976405,210,212,264,231,215,145
XB-GENE-976421,34,23,43,46,27,12
XB-GENE-976431,72,55,88,97,52,49
XB-GENE-976442,544,446,497,454,438,256
XB-GENE-976456,539,730,716,607,740,477
XB-GENE-976469,384,541,556,346,532,272
XB-GENE-976497,183,235,300,256,232,215
XB-GENE-976506,95,61,112,122,74,47
XB-GENE-976537,40,103,53,58,121,32
XB-GENE-976548,22,21,39,20,25,17
XB-GENE-976560,88,40,132,80,77,67
XB-GENE-976571,1727,2198,3471,2037,2432,1742
XB-GENE-976601,0,0,0,2,1,0
XB-GENE-976609,86,84,126,75,99,141
XB-GENE-976628,121,129,200,163,161,110
XB-GENE-976648,2814,2958,5282,2665,2827,2656
XB-GENE-976660,18,13,19,14,21,13
XB-GENE-976679,1,11,17,1,10,11
XB-GENE-976683,551,568,732,659,607,448
XB-GENE-976701,104,119,191,135,129,94
XB-GENE-976717,36,45,65,45,51,43
XB-GENE-976737,1955,2104,2981,2900,2509,2207
XB-GENE-976747,25,26,30,36,29,14
XB-GENE-976767,59,69,82,75,99,61
XB-GENE-976778,45,58,65,55,74,46
XB-GENE-976793,198,236,349,273,254,224
XB-GENE-976805,42,67,64,76,63,59
XB-GENE-976817,44,62,83,42,55,50
XB-GENE-976830,45,42,66,38,41,41
XB-GENE-976852,168,80,201,145,133,90
XB-GENE-976893,31,35,52,37,33,30
XB-GENE-976914,777,642,832,743,665,495
XB-GENE-976925,5,7,8,0,6,4
XB-GENE-976942,1383,1586,1703,1570,1684,1016
XB-GENE-976949,138,106,253,148,161,87
XB-GENE-976961,52,56,74,52,69,53
XB-GENE-976972,3,1,1,2,0,1
XB-GENE-976979,60,70,114,111,76,75
XB-GENE-976988,44,26,70,40,42,34
XB-GENE-976997,120,115,70,138,94,37
XB-GENE-977008,13,10,8,10,13,6
XB-GENE-977020,79,90,127,96,96,84
XB-GENE-977031,21,22,29,53,27,14
XB-GENE-977058,124,143,197,198,141,87
XB-GENE-977066,1,3,4,3,3,4
