xenbase_gene_id,S14_C_5,S14_C_6,S14_C_A,S14_F_5,S14_F_6,S14_F_A
XB-GENE-1012987,11,11,20,17,7,11
XB-GENE-1013019,144,120,233,178,124,123
XB-GENE-1013030,20,33,52,30,24,40
XB-GENE-1013047,0,1,1,0,0,0
XB-GENE-1013062,66,48,90,99,43,41
XB-GENE-1013093,95,86,107,129,76,78
XB-GENE-1013117,2,8,15,24,9,13
XB-GENE-1013126,20,26,63,59,32,56
XB-GENE-1013143,105,74,175,179,81,170
XB-GENE-1013183,90,49,64,121,39,71
XB-GENE-1013217,6,4,11,10,5,4
XB-GENE-1013231,266,168,294,389,167,322
XB-GENE-1013241,69,52,116,112,53,79
XB-GENE-1013251,98,105,209,216,96,203
XB-GENE-1013261,152,154,345,210,165,206
XB-GENE-1013286,937,714,1169,1699,677,1436
XB-GENE-1013298,0,0,0,0,0,0
XB-GENE-1013309,985,791,1246,1306,607,902
XB-GENE-1013319,0,0,0,0,0,0
XB-GENE-1013335,964,769,1508,1427,734,1087
XB-GENE-1013390,150,124,282,262,106,264
XB-GENE-1013403,53,39,82,58,32,58
XB-GENE-1013443,466,310,480,770,267,549
XB-GENE-1013486,170,112,152,301,100,174
XB-GENE-1013503,262,216,297,341,192,216
XB-GENE-1013562,10,12,24,16,9,15
XB-GENE-1013602,134,101,247,285,93,274
XB-GENE-1013624,111,117,132,144,96,108
XB-GENE-1013633,7,7,23,22,4,16
XB-GENE-1013645,7,5,13,8,3,10
XB-GENE-1013668,25,20,36,37,11,38
XB-GENE-1013685,22,23,46,35,14,31
XB-GENE-1013699,14,7,19,21,8,15
XB-GENE-1013709,57,65,117,117,67,110
XB-GENE-1013734,3,1,4,2,3,1
XB-GENE-1013754,133,198,355,283,177,195
XB-GENE-1013769,0,0,0,0,1,0
XB-GENE-1013805,37,47,63,80,40,66
XB-GENE-1013816,90,77,67,160,58,110
XB-GENE-1013825,123,113,245,222,83,220
XB-GENE-1013834,1,10,9,8,12,12
XB-GENE-1013949,7,5,7,14,4,17
XB-GENE-1013959,1,0,1,0,0,0
XB-GENE-1014000,39,36,78,75,35,82
XB-GENE-1014011,91,129,210,182,147,166
XB-GENE-1014019,246,158,353,379,139,343
XB-GENE-1014024,1,0,0,0,0,1
XB-GENE-1014034,1,2,9,6,5,3
XB-GENE-1014049,65,65,94,126,55,116
XB-GENE-1014058,74,67,96,128,76,68
XB-GENE-1014081,647,516,931,974,389,733
XB-GENE-1014093,69,38,90,207,61,123
XB-GENE-1014118,28,21,38,58,21,60
XB-GENE-1014142,193,256,598,364,292,346
XB-GENE-1014149,350,291,501,641,189,396
XB-GENE-1014165,27,32,50,59,35,29
XB-GENE-1014175,144,111,218,258,95,120
XB-GENE-1014194,0,0,3,0,0,2
XB-GENE-1014207,48,50,89,76,51,71
XB-GENE-1014221,662,618,862,1020,483,1005
XB-GENE-1014316,230,174,226,359,161,232
XB-GENE-1014327,78,63,114,120,49,92
XB-GENE-1014349,1,6,6,4,4,5
XB-GENE-1014358,32,22,39,51,31,42
XB-GENE-1014380,516,400,809,738,361,701
XB-GENE-1014393,48,35,52,65,31,50
XB-GENE-1014407,490,523,758,740,434,477
XB-GENE-1014421,277,213,411,418,209,326
XB-GENE-1014433,55,31,56,72,33,50
XB-GENE-1014454,153,73,157,247,81,217
XB-GENE-1014494,73,37,112,78,43,100
XB-GENE-1014508,463,366,729,870,404,902
XB-GENE-1014522,135,146,195,182,134,159
XB-GENE-1014536,45,46,88,70,25,58
XB-GENE-1014547,19,10,17,24,14,23
XB-GENE-1014560,324,253,673,472,243,560
XB-GENE-1014573,106,70,103,182,80,115
XB-GENE-1014607,453,410,767,816,414,871
XB-GENE-1014622,5,4,8,12,3,8
XB-GENE-1014645,472,483,883,825,631,781
XB-GENE-1014662,738,383,675,1302,450,956
XB-GENE-1014673,267,204,327,422,211,380
XB-GENE-1014718,205,79,183,267,68,184
XB-GENE-1014730,202,155,247,269,137,165
XB-GENE-1014741,1,3,1,4,6,4
XB-GENE-1014768,14,3,17,2,6,7
XB-GENE-1014781,129,120,225,166,86,147
XB-GENE-1014791,75,55,75,136,52,76
XB-GENE-1014805,3,3,3,4,2,5
XB-GENE-1014818,232,155,347,376,157,342
XB-GENE-1014830,255,208,291,320,159,261
XB-GENE-1014842,675,559,1269,788,575,658
XB-GENE-1014852,4,1,10,10,7,14
XB-GENE-1014884,96,62,204,139,51,210
XB-GENE-1014892,353,214,364,612,204,425
XB-GENE-1014915,187,173,325,250,167,206
XB-GENE-1014925,171,112,179,231,110,193
XB-GENE-1014939,24,8,15,43,6,25
XB-GENE-1014951,215,154,280,355,145,325
XB-GENE-1014965,552,366,676,908,342,724
XB-GENE-1014980,30,20,51,34,19,25
XB-GENE-1015032,35,20,30,61,13,46
XB-GENE-1015043,194,218,516,257,203,247
XB-GENE-1015062,30,22,41,53,24,35
XB-GENE-1015074,98,133,207,246,127,221
XB-GENE-1015108,682,482,909,1333,498,966
XB-GENE-1015120,224,142,296,266,118,177
XB-GENE-1015131,13,24,36,18,11,23
XB-GENE-1015173,315,188,307,448,177,311
XB-GENE-1015186,82,74,105,184,49,99
XB-GENE-1015203,92,58,145,137,68,123
XB-GENE-1015236,781,591,1317,882,566,1001
XB-GENE-1015264,277,145,428,440,193,400
XB-GENE-1015278,20572,11943,25575,22240,10480,21023
XB-GENE-1015296,165,141,199,230,134,144
XB-GENE-1015309,553,371,660,764,369,748
XB-GENE-1015323,241,159,384,330,161,292
XB-GENE-1015351,70,47,72,128,37,92
XB-GENE-1015374,186,146,278,328,142,289
XB-GENE-1015396,237,94,150,266,121,154
XB-GENE-1015459,73,44,99,112,43,96
XB-GENE-1015477,46,37,55,62,32,47
XB-GENE-1015509,64,106,129,99,105,113
XB-GENE-1015570,124,56,105,229,61,121
XB-GENE-1015586,215,168,309,394,201,308
XB-GENE-1015613,468,428,701,869,439,644
XB-GENE-1015624,59,48,86,123,41,99
XB-GENE-1015636,11,8,26,31,12,14
XB-GENE-1015649,55,62,145,79,66,89
XB-GENE-1015667,68,49,61,111,50,77
XB-GENE-1015683,296,316,675,440,295,387
XB-GENE-1015694,50,22,31,46,20,27
XB-GENE-1015713,148,55,88,162,65,91
XB-GENE-1015735,181,228,301,361,211,303
XB-GENE-1015774,11,1,3,26,14,22
XB-GENE-1015806,3,4,44,35,9,32
XB-GENE-1015829,123,81,194,221,96,205
XB-GENE-1015859,39,26,27,50,21,28
XB-GENE-1015877,65,64,65,141,46,47
XB-GENE-1015887,13,14,19,18,9,7
XB-GENE-1015898,126,90,203,166,96,140
XB-GENE-1015909,53,41,64,68,24,49
XB-GENE-1015951,263,207,333,381,168,257
XB-GENE-1015962,6,3,12,6,13,10
XB-GENE-1015984,0,0,0,0,1,0
XB-GENE-1015996,55,35,33,159,43,90
XB-GENE-1016019,33,21,22,50,11,15
XB-GENE-1016038,847,563,828,1209,541,693
XB-GENE-1016064,137,65,68,162,74,97
XB-GENE-1016078,490,391,501,690,477,404
XB-GENE-1016093,135,131,194,184,137,118
XB-GENE-1016111,410,177,344,652,138,474
XB-GENE-1016124,0,1,1,1,0,4
XB-GENE-1016154,220,143,241,321,115,262
XB-GENE-1016191,4,1,5,14,7,8
XB-GENE-1016206,37,16,41,50,16,46
XB-GENE-1016221,558,673,1846,1576,586,1846
XB-GENE-1016244,871,503,732,1105,539,435
XB-GENE-1016264,148,52,150,248,66,216
XB-GENE-1016275,49,42,61,70,23,42
XB-GENE-1016297,0,0,0,0,0,0
XB-GENE-1016316,826,400,692,994,354,633
XB-GENE-1016328,88,72,135,176,73,144
XB-GENE-1016337,26,26,43,22,18,19
XB-GENE-1016356,669,297,548,847,310,580
XB-GENE-1016427,53,44,47,66,32,57
XB-GENE-1016441,21,13,35,21,12,18
XB-GENE-1016454,200,119,311,254,102,202
XB-GENE-1016466,116,134,190,220,111,171
XB-GENE-1016477,62,36,46,72,22,47
XB-GENE-1016488,599,474,698,1044,498,757
XB-GENE-1016602,94,67,98,131,59,77
XB-GENE-1016666,13,13,16,19,7,12
XB-GENE-1016688,370,218,492,460,204,451
XB-GENE-1016723,264,217,402,392,164,291
XB-GENE-1016747,9,7,9,18,4,3
XB-GENE-1016759,466,259,480,637,236,573
XB-GENE-1016805,25,52,68,39,36,40
XB-GENE-1016814,704,746,2237,867,647,1403
XB-GENE-1016826,0,0,0,0,0,0
XB-GENE-1016854,2,2,2,10,4,4
XB-GENE-1016866,385,269,450,632,261,486
XB-GENE-1016887,471,326,538,749,402,560
XB-GENE-1016904,78,19,89,106,16,138
XB-GENE-1016918,499,401,870,742,408,1058
XB-GENE-1017001,113,110,166,179,81,132
XB-GENE-1017012,426,377,672,708,397,752
XB-GENE-1017048,149,110,212,217,88,215
XB-GENE-1017079,26,14,19,40,10,26
XB-GENE-1017087,129,86,103,158,68,127
XB-GENE-1017110,128,88,173,186,105,120
XB-GENE-1017121,40,32,84,45,26,73
XB-GENE-1017133,559,334,528,760,250,457
XB-GENE-1017145,574,549,747,689,477,412
XB-GENE-1017162,119,89,148,105,74,119
XB-GENE-1017188,363,386,538,624,302,407
XB-GENE-1017241,11,7,16,11,9,16
XB-GENE-1017287,71,40,72,148,57,94
XB-GENE-1017300,245,171,424,358,154,380
XB-GENE-1017318,81,66,94,157,54,80
XB-GENE-1017467,849,735,1308,1509,583,1336
XB-GENE-1017482,6,0,3,4,2,4
XB-GENE-1017506,1,0,0,102,1,2
XB-GENE-1018109,62,29,61,381,136,341
XB-GENE-1018122,192,183,519,333,202,280
XB-GENE-1018140,480,359,571,857,298,621
XB-GENE-1018151,3,4,8,6,4,12
XB-GENE-1018177,57,52,75,104,44,87
XB-GENE-1018199,244,138,280,380,139,333
XB-GENE-1018219,13724,9353,15684,14523,8407,9637
XB-GENE-1018237,682,745,1106,1209,486,494
XB-GENE-1018260,0,0,4,27,1,9
XB-GENE-1018276,1,1,3,7,1,9
XB-GENE-1018301,309,351,572,695,518,609
XB-GENE-1018369,9,11,25,26,14,21
XB-GENE-1018401,0,0,1,0,0,0
XB-GENE-1018436,72,52,167,107,45,95
XB-GENE-1018449,513,543,886,786,609,702
XB-GENE-1018458,811,763,1572,1495,504,1149
XB-GENE-1018471,2,0,0,0,0,1
XB-GENE-1018504,198,187,331,333,174,266
XB-GENE-1018521,4,3,1,62,13,65
XB-GENE-1018562,129,73,313,322,111,472
XB-GENE-1018624,229,209,298,377,171,301
XB-GENE-1019578,6736,2879,5566,8417,3015,5768
XB-GENE-1019601,41,24,39,39,25,23
XB-GENE-1019621,44,59,120,88,61,98
XB-GENE-1019634,828,630,1164,1254,530,1127
XB-GENE-1020622,0,1,0,3,0,1
XB-GENE-1020916,135,137,187,271,137,166
XB-GENE-1020935,528,318,694,865,338,960
XB-GENE-1020948,435,313,654,537,251,568
XB-GENE-1020961,14,10,19,20,12,22
XB-GENE-1020972,3,2,3,2,2,5
XB-GENE-1020979,112,95,171,223,99,198
XB-GENE-1020998,133,122,208,202,113,166
XB-GENE-1021446,0,0,0,0,0,0
XB-GENE-1021543,0,0,0,0,0,0
XB-GENE-1021681,111,127,222,254,120,229
XB-GENE-1021710,184,167,294,335,124,348
XB-GENE-1021747,38,35,88,40,47,51
XB-GENE-1021778,162,181,317,311,197,289
XB-GENE-1021791,4530,3063,4958,5297,3041,3887
XB-GENE-1021810,2,0,3,1,1,1
XB-GENE-1022412,1,0,1,0,0,0
XB-GENE-1022612,4,1,4,0,0,5
XB-GENE-1027621,0,2,1,0,0,0
XB-GENE-1027810,2,0,0,6,1,8
XB-GENE-1029878,0,0,0,0,0,0
XB-GENE-1030672,10,16,67,29,18,81
XB-GENE-1031992,167,135,336,300,144,210
XB-GENE-1032013,96,107,241,184,105,175
XB-GENE-1032912,55,58,159,78,38,92
XB-GENE-1032926,56,46,85,67,44,64
XB-GENE-1032945,48,30,61,78,28,60
XB-GENE-1032962,149,106,206,212,105,182
XB-GENE-1032969,1,9,94,4,3,3
XB-GENE-1032983,290,224,504,515,288,468
XB-GENE-1032994,4,4,18,4,4,2
XB-GENE-1033011,910,798,1397,1886,782,1695
XB-GENE-1033019,0,0,0,0,1,3
XB-GENE-1033041,269,190,343,465,169,297
XB-GENE-1033836,13,0,1,134,84,182
XB-GENE-1033863,119,115,229,273,95,201
XB-GENE-1033872,8,2,53,10,7,10
XB-GENE-1034775,4,3,30,7,6,37
XB-GENE-1034888,119,115,175,170,126,184
XB-GENE-1035091,0,0,0,0,0,0
XB-GENE-1035135,116,128,282,226,77,199
XB-GENE-1113190,46,30,66,56,37,41
XB-GENE-11536385,2,0,0,2,0,1
XB-GENE-1188074,0,0,1,0,0,2
XB-GENE-1188127,6,6,8,19,15,24
XB-GENE-1188142,1,0,1,0,0,1
XB-GENE-1188183,18,12,11,25,21,35
XB-GENE-1188192,44,29,50,80,35,65
XB-GENE-1188226,12,10,29,36,7,24
XB-GENE-1188229,687,424,604,940,449,596
XB-GENE-1188255,4,4,10,17,5,18
XB-GENE-1188271,721,328,747,896,335,802
XB-GENE-1188287,53,50,113,87,41,72
XB-GENE-1188294,62,58,113,103,40,87
XB-GENE-1188330,73,56,112,144,61,144
XB-GENE-1188342,333,235,494,573,242,489
XB-GENE-1188361,1038,1572,2149,897,1273,1481
XB-GENE-1188371,284,208,307,412,184,406
XB-GENE-1188424,1026,627,1626,1759,615,1641
XB-GENE-1188432,1063,623,1258,1343,606,1389
XB-GENE-1189632,19,8,40,24,12,30
XB-GENE-1193598,1,0,0,0,0,0
XB-GENE-1193620,3,6,9,10,15,11
XB-GENE-1193652,66,65,95,118,50,113
XB-GENE-1193661,94,137,277,156,116,140
XB-GENE-1193750,156,101,203,301,89,220
XB-GENE-1193823,12,18,24,27,19,16
XB-GENE-1193905,12,12,29,24,11,23
XB-GENE-1193972,98,113,148,140,104,144
XB-GENE-1193996,767,662,879,1203,598,707
XB-GENE-1194013,42,41,78,81,37,53
XB-GENE-1194020,52,44,93,67,26,61
XB-GENE-1194114,19,7,65,30,15,55
XB-GENE-1194160,19,18,56,51,25,47
XB-GENE-1194182,116,118,265,179,125,158
XB-GENE-1194377,134,99,237,248,91,236
XB-GENE-1194393,449,481,764,698,430,525
XB-GENE-1194427,681,519,1129,977,479,765
XB-GENE-1194514,29,50,66,76,31,55
XB-GENE-1214873,0,0,0,17,0,0
XB-GENE-1214880,136,114,197,256,118,152
XB-GENE-1216145,161,118,206,237,119,179
XB-GENE-1216172,205,148,239,298,147,261
XB-GENE-1216193,48,48,127,110,80,174
XB-GENE-1216206,86,85,172,129,81,144
XB-GENE-1217255,165,136,216,285,142,189
XB-GENE-1217270,15,6,21,24,9,14
XB-GENE-1217290,4,0,2,11,7,15
XB-GENE-1217302,0,0,0,0,1,0
XB-GENE-1217323,19,20,42,31,15,28
XB-GENE-1217359,69,55,105,102,62,75
XB-GENE-1217371,264,349,588,425,295,285
XB-GENE-1217387,343,257,275,809,259,324
XB-GENE-1217401,289,242,410,483,227,426
XB-GENE-1217415,301,249,332,425,206,288
XB-GENE-1217444,27,37,99,37,50,50
XB-GENE-1217466,34,13,9,307,73,316
XB-GENE-1217482,740,532,1067,1023,582,995
XB-GENE-1217490,0,0,0,0,0,0
XB-GENE-1217514,10,8,15,8,7,7
XB-GENE-1217530,5,13,3,7,6,6
XB-GENE-1217537,162,93,162,278,82,172
XB-GENE-1217550,446,318,442,655,269,424
XB-GENE-1217560,1400,948,1559,1962,881,1553
XB-GENE-1217575,185,134,179,319,129,211
XB-GENE-1217596,245,190,377,418,210,413
XB-GENE-1217613,30,15,10,30,14,28
XB-GENE-1217667,97,50,76,120,42,66
XB-GENE-1217680,4,2,5,138,11,64
XB-GENE-1217712,172,150,158,266,125,142
XB-GENE-1217936,414,222,450,536,272,377
XB-GENE-1218927,557,522,1088,1094,406,1037
XB-GENE-1218945,1098,886,933,1693,869,735
XB-GENE-1218962,126,97,166,171,87,135
XB-GENE-1218973,43,30,110,107,37,121
XB-GENE-1218993,2376,1889,2162,2246,1741,1178
XB-GENE-1219015,293,224,355,485,177,349
XB-GENE-1219036,28,28,39,44,27,26
XB-GENE-1219054,3,0,7,1,0,2
XB-GENE-1219059,63,43,85,97,40,67
XB-GENE-1219070,138,198,412,272,177,217
XB-GENE-1219082,254,134,296,303,117,213
XB-GENE-1219106,91,83,155,139,96,118
XB-GENE-1219119,0,0,1,5,6,71
XB-GENE-1219139,143,119,252,270,105,252
XB-GENE-1219153,509,409,676,963,503,766
XB-GENE-1219165,0,0,0,0,0,0
XB-GENE-1219313,39,18,62,96,28,164
XB-GENE-1219328,28738,23048,42440,30831,18179,25832
XB-GENE-1221139,14,15,35,32,18,27
XB-GENE-1221165,347,291,614,410,324,332
XB-GENE-1221175,810,942,1716,864,942,849
XB-GENE-1221188,127,121,196,148,118,119
XB-GENE-1221204,46,43,98,67,53,65
XB-GENE-1221326,207,108,220,316,94,281
XB-GENE-12441431,6,0,0,1,2,0
XB-GENE-12450675,0,0,0,0,0,0
XB-GENE-12563959,877,580,1576,1202,642,1655
XB-GENE-12565220,3,7,12,8,3,5
XB-GENE-13579806,2,0,0,1,1,1
XB-GENE-17329846,8,7,1,10,7,8
XB-GENE-17329864,60,57,68,84,44,77
XB-GENE-17329942,0,1,1,0,1,1
XB-GENE-17329953,70,54,72,121,56,71
XB-GENE-17329963,97,77,154,162,88,178
XB-GENE-17329970,369,238,466,763,234,612
XB-GENE-17329979,17,15,39,40,22,31
XB-GENE-17329990,8,9,16,9,8,8
XB-GENE-17329997,251,166,268,381,137,212
XB-GENE-17330001,4,4,14,3,5,8
XB-GENE-17330002,479,431,407,763,407,606
XB-GENE-17330010,15,9,25,17,19,24
XB-GENE-17330026,2,0,1,1,0,0
XB-GENE-17330098,11,11,14,6,8,27
XB-GENE-17330100,160,146,203,275,144,193
XB-GENE-17330101,13,12,13,18,10,18
XB-GENE-17330102,210,179,291,343,143,260
XB-GENE-17330103,29,29,65,49,32,62
XB-GENE-17330114,15,8,22,15,2,47
XB-GENE-17330117,0,0,0,0,0,3
XB-GENE-17330129,1259,725,1864,1613,736,1656
XB-GENE-17330152,351,269,468,489,237,366
XB-GENE-17330155,38,28,72,57,27,50
XB-GENE-17330164,5,8,11,15,3,10
XB-GENE-17330181,0,0,0,0,0,0
XB-GENE-17330182,714,469,1103,1467,480,1460
XB-GENE-17330188,1,1,0,2,1,1
XB-GENE-17330195,109,80,152,186,71,214
XB-GENE-17330213,14718,13329,17122,16195,11851,9350
XB-GENE-17330218,106,56,65,124,47,69
XB-GENE-17330230,142,122,154,180,93,141
XB-GENE-17330240,312,230,388,483,223,393
XB-GENE-17330242,132,103,187,182,106,132
XB-GENE-17330248,88,83,120,186,105,216
XB-GENE-17330258,0,0,1,0,0,0
XB-GENE-17330260,193,127,202,316,135,237
XB-GENE-17330265,373,336,564,422,308,417
XB-GENE-17330280,4708,3951,6120,7701,3672,6493
XB-GENE-17330282,249,234,346,436,189,339
XB-GENE-17330297,26,31,84,26,56,52
XB-GENE-17330308,82,50,123,130,62,108
XB-GENE-17330319,128,162,354,221,157,257
XB-GENE-17330320,169,126,199,297,133,216
XB-GENE-17330332,31,35,58,57,30,36
XB-GENE-17330337,170,131,269,304,157,307
XB-GENE-17330339,4,1,3,2,3,1
XB-GENE-17330366,29,25,46,63,31,37
XB-GENE-17330367,65,41,163,108,41,167
XB-GENE-17330372,598,424,620,1127,466,728
XB-GENE-17330398,64,90,143,112,107,124
XB-GENE-17330404,494,464,810,674,380,478
XB-GENE-17330407,293,139,234,448,136,246
XB-GENE-17330431,0,0,0,0,0,0
XB-GENE-17330433,0,0,0,1,0,0
XB-GENE-17330463,140,71,146,326,87,169
XB-GENE-17330483,137553,84186,170328,144258,64793,125588
XB-GENE-17330489,1092,779,1229,1733,885,1228
XB-GENE-17330499,343,148,263,464,138,290
XB-GENE-17330507,27,18,31,43,22,34
XB-GENE-17330517,83,75,91,143,60,77
XB-GENE-17330524,0,0,0,0,0,0
XB-GENE-17330534,0,0,1,0,0,0
XB-GENE-17330542,69,58,55,104,64,72
XB-GENE-17330548,87,55,171,106,59,140
XB-GENE-17330551,2,0,0,0,1,0
XB-GENE-17330554,3989,2968,5210,6001,2975,5279
XB-GENE-17330562,2075,2109,2781,2721,1948,1758
XB-GENE-17330565,938,971,1346,2025,841,1210
XB-GENE-17330573,16,18,21,33,9,27
XB-GENE-17330585,0,0,0,0,0,0
XB-GENE-17330597,46,47,97,67,57,75
XB-GENE-17330606,1419,772,1159,1627,750,1221
XB-GENE-17330623,146,115,184,206,130,117
XB-GENE-17330626,72,60,121,114,52,113
XB-GENE-17330650,215,456,438,559,174,570
XB-GENE-17330653,120,75,124,181,76,130
XB-GENE-17330656,315,295,402,483,240,241
XB-GENE-17330664,20,18,46,38,12,19
XB-GENE-17330673,279,199,327,503,219,406
XB-GENE-17330674,3,5,12,12,7,12
XB-GENE-17330676,20,12,24,58,20,21
XB-GENE-17330678,295,174,291,457,177,345
XB-GENE-17330683,40682,22977,38678,59379,24095,51575
XB-GENE-17330696,141,128,250,199,120,186
XB-GENE-17330697,647,486,633,989,420,859
XB-GENE-17330728,61,46,67,75,33,78
XB-GENE-17330737,66,54,97,105,49,82
XB-GENE-17330762,1105,1069,1690,1645,969,1208
XB-GENE-17330768,93,96,89,166,106,99
XB-GENE-17330777,318,308,1040,338,382,817
XB-GENE-17330788,166,116,218,288,106,196
XB-GENE-17330832,1667,1261,1652,2144,1207,1455
XB-GENE-17330834,108,73,115,125,55,102
XB-GENE-17330846,650,675,998,905,542,808
XB-GENE-17330847,70,51,75,105,62,81
XB-GENE-17330871,30,21,19,36,18,30
XB-GENE-17330875,188,148,212,297,119,196
XB-GENE-17330891,933,701,1694,1578,752,1607
XB-GENE-17330892,295,372,774,486,374,482
XB-GENE-17330896,0,0,0,0,0,0
XB-GENE-17330905,56,59,69,78,43,66
XB-GENE-17330911,20,17,29,37,10,31
XB-GENE-17330923,14,12,46,26,8,26
XB-GENE-17330937,127,72,120,172,68,133
XB-GENE-17330953,2,0,5,5,2,10
XB-GENE-17330955,1819,1476,2047,3007,1442,2547
XB-GENE-17330956,12,8,36,12,15,129
XB-GENE-17330961,161,159,209,262,152,245
XB-GENE-17330980,0,0,0,0,1,0
XB-GENE-17330995,1,0,0,0,0,1
XB-GENE-17331003,12,7,29,13,8,32
XB-GENE-17331006,330,313,523,387,289,294
XB-GENE-17331012,16,11,33,19,17,25
XB-GENE-17331043,468,459,998,689,454,591
XB-GENE-17331046,165,122,200,216,101,153
XB-GENE-17331052,74,57,136,90,50,91
XB-GENE-17331053,166,84,153,218,64,94
XB-GENE-17331094,67,47,78,91,54,82
XB-GENE-17331096,67,62,102,89,42,77
XB-GENE-17331110,201,102,198,328,83,270
XB-GENE-17331132,0,0,2,0,0,1
XB-GENE-17331154,23,31,25,57,48,42
XB-GENE-17331157,44,26,47,79,22,67
XB-GENE-17331162,0,0,0,0,0,0
XB-GENE-17331164,0,0,0,0,0,0
XB-GENE-17331178,196,114,171,242,137,176
XB-GENE-17331179,91,79,167,144,65,132
XB-GENE-17331195,24,18,34,33,15,30
XB-GENE-17331197,3,0,2,2,0,0
XB-GENE-17331201,2,1,4,2,1,1
XB-GENE-17331209,188,519,487,281,358,684
XB-GENE-17331231,89,162,177,127,142,127
XB-GENE-17331243,152,114,185,189,138,155
XB-GENE-17331244,374,282,595,642,271,499
XB-GENE-17331273,0,1,0,0,0,0
XB-GENE-17331291,287,225,356,525,293,453
XB-GENE-17331300,135,100,197,197,65,147
XB-GENE-17331304,17,11,12,27,11,5
XB-GENE-17331306,122,74,112,189,97,143
XB-GENE-17331319,1,0,1,0,0,0
XB-GENE-17331320,164,133,300,327,129,259
XB-GENE-17331329,43,40,70,57,32,47
XB-GENE-17331345,33,16,31,31,19,36
XB-GENE-17331347,663,527,834,1015,473,886
XB-GENE-17331355,362,244,363,602,226,512
XB-GENE-17331362,21,6,18,40,8,20
XB-GENE-17331373,0,0,0,0,0,0
XB-GENE-17331389,0,0,0,0,0,0
XB-GENE-17331414,182,142,264,273,101,216
XB-GENE-17331419,77,146,159,138,149,131
XB-GENE-17331446,2703,1755,3460,4018,1791,3779
XB-GENE-17331460,154,66,252,261,104,384
XB-GENE-17331476,0,0,0,0,1,0
XB-GENE-17331478,101,83,138,146,81,104
XB-GENE-17331494,1368,1123,2005,2015,1167,1831
XB-GENE-17331499,735,608,1071,1204,515,918
XB-GENE-17331504,1754,1127,2657,2761,1075,2977
XB-GENE-17331508,110,46,106,194,65,145
XB-GENE-17331520,2,1,10,4,2,11
XB-GENE-17331529,25,6,22,24,7,20
XB-GENE-17331536,0,0,2,0,3,15
XB-GENE-17331540,75,83,179,104,105,105
XB-GENE-17331542,495,326,409,810,351,441
XB-GENE-17331594,1503,951,1966,1739,893,1687
XB-GENE-17331601,89,81,119,131,75,114
XB-GENE-17331604,99,117,237,195,87,137
XB-GENE-17331609,5,4,6,10,5,8
XB-GENE-17331621,0,0,0,0,0,0
XB-GENE-17331648,180,153,188,293,126,166
XB-GENE-17331668,372,230,464,592,246,470
XB-GENE-17331691,120,106,156,210,80,178
XB-GENE-17331692,19,12,20,26,11,29
XB-GENE-17331698,184,136,222,255,148,207
XB-GENE-17331699,258,172,367,352,170,463
XB-GENE-17331708,1221,1509,2081,1770,1272,1401
XB-GENE-17331711,709,553,1456,1569,574,1679
XB-GENE-17331717,11,8,12,14,11,8
XB-GENE-17331720,129,90,120,185,79,113
XB-GENE-17331725,242,149,421,286,171,401
XB-GENE-17331729,146,133,250,275,124,249
XB-GENE-17331731,1,0,6,1,0,1
XB-GENE-17331739,16,11,28,21,12,34
XB-GENE-17331748,299,225,500,452,251,487
XB-GENE-17331753,467,346,696,607,302,553
XB-GENE-17331756,141,118,256,201,100,251
XB-GENE-17331762,7,5,31,11,8,12
XB-GENE-17331772,0,0,0,0,0,0
XB-GENE-17331779,985,843,1398,1859,852,1534
XB-GENE-17331781,173,143,282,272,166,260
XB-GENE-17331783,177,112,171,211,104,122
XB-GENE-17331789,169,103,171,203,107,167
XB-GENE-17331791,12269,7849,11285,16847,7695,10390
XB-GENE-17331796,16033,6568,13538,10145,5531,11830
XB-GENE-17331797,10,7,64,19,10,98
XB-GENE-17331799,109,87,150,201,69,160
XB-GENE-17331810,3,0,0,1,1,1
XB-GENE-17331872,128,73,174,192,90,117
XB-GENE-17331875,63,75,123,101,74,82
XB-GENE-17331887,40,51,60,83,44,83
XB-GENE-17331898,673,606,1210,922,840,849
XB-GENE-17331903,11,19,8,14,15,15
XB-GENE-17331981,578,582,971,779,508,663
XB-GENE-17331987,2737,2274,2863,3681,1968,3178
XB-GENE-17331993,11,9,24,14,10,20
XB-GENE-17332011,69,86,104,131,110,77
XB-GENE-17332013,55,49,53,76,36,59
XB-GENE-17332019,26,15,34,45,14,26
XB-GENE-17332038,270,282,399,437,207,402
XB-GENE-17332044,0,0,0,0,0,1
XB-GENE-17332047,0,6,6,5,8,2
XB-GENE-17332048,10168,7138,14305,13631,7047,11812
XB-GENE-17332068,70,53,109,96,60,89
XB-GENE-17332072,0,0,0,0,1,0
XB-GENE-17332075,3025,2161,4850,4737,2254,5007
XB-GENE-17332095,386,341,491,700,408,707
XB-GENE-17332105,0,0,0,0,0,0
XB-GENE-17332106,34,23,68,62,21,87
XB-GENE-17332107,65,48,91,75,46,66
XB-GENE-17332114,32,22,47,51,34,107
XB-GENE-17332120,33,35,9,52,29,98
XB-GENE-17332128,135,48,107,191,31,85
XB-GENE-17332139,115,132,150,162,97,94
XB-GENE-17332140,141,161,213,215,143,218
XB-GENE-17332144,163,125,214,224,99,191
XB-GENE-17332148,12,3,13,14,9,41
XB-GENE-17332152,93,67,108,182,58,126
XB-GENE-17332160,0,0,2,2,1,4
